game,console,loose_val,complete_val,new_val,date(D/M/Y)
Shantae and the Pirate's Curse [Collector's Edition],nintendo-switch,507.58,632.23,632.23,22/03/2023
Bayonetta 3 [Trinity Masquerade Edition],nintendo-switch,51.67,59.99,59.99,22/03/2023
Fire Emblem: Three Houses,nintendo-switch,33.00,33.08,33.08,22/03/2023
Nintendo Switch with Blue and Red Joy-con,nintendo-switch,211.25,247.31,247.31,22/03/2023
Pokemon Let's Go Eevee,nintendo-switch,32.82,35.17,35.17,22/03/2023
Castlevania Anniversary Collection,nintendo-switch,40.00,42.48,42.48,22/03/2023
Teenage Mutant Ninja Turtles Cowabunga Collection,nintendo-switch,25.63,26.64,26.64,22/03/2023
Nintendo Switch Lite [Zacian and Zamazenta Edition],nintendo-switch,180.00,194.98,194.98,22/03/2023
Nintendo Switch Lite: Dialga &amp; Palkia Edition,nintendo-switch,180.06,187.50,187.50,22/03/2023
Joy-Con Pikachu &amp; Eevee Let's Go Edition,nintendo-switch,551.06,634.43,634.43,22/03/2023
Paper Mario: The Origami King,nintendo-switch,28.81,29.99,29.99,22/03/2023
Bayonetta 2,nintendo-switch,39.94,41.50,41.50,22/03/2023
Astral Chain,nintendo-switch,37.33,40.34,40.34,22/03/2023
Donkey Kong Country Tropical Freeze,nintendo-switch,33.24,35.00,35.00,22/03/2023
Xenoblade Chronicles 2 [Special Edition],nintendo-switch,194.27,240.25,240.25,22/03/2023
Octopath Traveler,nintendo-switch,43.70,77.84,77.84,22/03/2023
River City Girls,nintendo-switch,94.71,95.23,95.23,22/03/2023
Xenoblade Chronicles: Definitive Edition,nintendo-switch,35.23,35.99,35.99,22/03/2023
Kirby and the Forgotten Land,nintendo-switch,39.99,41.14,41.14,22/03/2023
New Pokemon Snap,nintendo-switch,30.00,30.48,30.48,22/03/2023
Teenage Mutant Ninja Turtles: Shredder's Revenge,nintendo-switch,27.00,30.00,30.00,22/03/2023
Nintendo Switch Pokemon: Let's Go Eevee Edition,nintendo-switch,321.25,389.00,389.00,22/03/2023
Bayonetta,nintendo-switch,31.48,31.98,31.98,22/03/2023
Nintendo Switch Super Smash Bros. Ultimate Edition,nintendo-switch,300.00,360.30,360.30,22/03/2023
Super Mario Maker 2,nintendo-switch,29.99,34.91,34.91,22/03/2023
Metroid Dread [Special Edition],nintendo-switch,62.99,80.00,80.00,22/03/2023
Pokemon Brilliant Diamond &amp; Shining Pearl Double Pack,nintendo-switch,63.61,69.00,69.00,22/03/2023
Nintendo Switch with Gray Joy-Con,nintendo-switch,257.01,270.00,270.00,22/03/2023
Poke Ball Plus,nintendo-switch,55.55,93.79,93.79,22/03/2023
Skylanders Imaginators,nintendo-switch,130.77,144.99,144.99,22/03/2023
The Messenger,nintendo-switch,132.91,179.94,179.94,22/03/2023
Hybrid System Armor,nintendo-switch,10.99,12.48,12.48,22/03/2023
Hyrule Warriors: Age of Calamity,nintendo-switch,31.48,32.00,32.00,22/03/2023
Diablo III Eternal Collection,nintendo-switch,22.98,24.00,24.00,22/03/2023
Binding of Isaac Afterbirth+,nintendo-switch,39.00,50.00,50.00,22/03/2023
Pokemon Sword and Shield Double Pack [Target Edition],nintendo-switch,103.63,181.25,181.25,22/03/2023
Monster Hunter Rise,nintendo-switch,15.50,19.19,19.19,22/03/2023
Splatoon 3,nintendo-switch,43.99,45.00,45.00,22/03/2023
Cuphead,nintendo-switch,35.00,40.06,40.06,22/03/2023
Nintendo Switch Mario Red &amp; Blue Edition,nintendo-switch,247.50,286.99,286.99,22/03/2023
Dragon Quest XI S: Echoes of an Elusive Age Definitive Edition,nintendo-switch,36.00,39.00,39.00,22/03/2023
Joy-Con Zelda: Skyward Sword HD Edition,nintendo-switch,72.50,79.90,79.90,22/03/2023
Nintendo Switch Lite [Gray],nintendo-switch,118.50,142.77,142.77,22/03/2023
Xenoblade Chronicles 3 [Special Edition],nintendo-switch,172.50,188.01,188.01,22/03/2023
Attack on Titan 2,nintendo-switch,50.33,54.62,54.62,22/03/2023
Elder Scrolls V: Skyrim,nintendo-switch,32.98,35.55,35.55,22/03/2023
Ring Fit Adventure,nintendo-switch,30.23,37.00,37.00,22/03/2023
Kirby Star Allies,nintendo-switch,29.95,30.00,30.00,22/03/2023
Pokemon Sword + Pokemon Sword Expansion Pass,nintendo-switch,96.45,115.65,115.65,22/03/2023
Castlevania Anniversary Collection [Ultimate Edition],nintendo-switch,148.75,184.95,184.95,22/03/2023
Scott Pilgrim vs. the World: The Game Complete Edition,nintendo-switch,21.99,24.28,24.28,22/03/2023
Witcher 3 Wild Hunt Complete Edition,nintendo-switch,29.27,31.00,31.00,22/03/2023
Persona 5 Royal,nintendo-switch,32.41,37.31,37.31,22/03/2023
Xenoblade Chronicles 3,nintendo-switch,38.28,38.28,38.28,22/03/2023
Bravely Default II,nintendo-switch,21.11,21.50,21.50,22/03/2023
Teenage Mutant Ninja Turtles: Shredder's Revenge [Radical Edition],nintendo-switch,288.14,331.73,331.73,22/03/2023
Minecraft: Story Mode Complete Adventure,nintendo-switch,71.05,76.54,76.54,22/03/2023
Yoshi's Crafted World,nintendo-switch,34.00,34.22,34.22,22/03/2023
Shantae,nintendo-switch,32.00,40.85,40.85,22/03/2023
Shin Megami Tensei V,nintendo-switch,23.01,24.42,24.42,22/03/2023
Bloodstained: Curse of the Moon,nintendo-switch,84.99,98.72,98.72,22/03/2023
Grandia HD Collection,nintendo-switch,78.99,79.47,79.47,22/03/2023
Fire Emblem Warriors: Three Hopes,nintendo-switch,23.99,25.05,25.05,22/03/2023
Catherine: Full Body,nintendo-switch,20.93,21.06,21.06,22/03/2023
Crash Bandicoot N. Sane Trilogy,nintendo-switch,15.75,19.49,19.49,22/03/2023
Sonic Forces,nintendo-switch,13.25,14.01,14.01,22/03/2023
Fire Emblem: Three Houses [Seasons of Warfare Edition],nintendo-switch,212.67,220.00,220.00,22/03/2023
Pokken Tournament DX,nintendo-switch,29.48,31.58,31.58,22/03/2023
Mario Tennis Aces,nintendo-switch,26.85,31.00,31.00,22/03/2023
Marvel Ultimate Alliance 3: The Black Order,nintendo-switch,32.42,32.86,32.86,22/03/2023
WarioWare: Get It Together,nintendo-switch,25.49,25.89,25.89,22/03/2023
River City Girls [Classic Edition],nintendo-switch,218.15,238.98,238.98,22/03/2023
Skylanders Imaginators: Starter Pack,nintendo-switch,140.00,149.50,149.50,22/03/2023
Mario Strikers: Battle League,nintendo-switch,33.54,35.43,35.43,22/03/2023
Sonic Frontiers,nintendo-switch,29.96,31.65,31.65,22/03/2023
Bayonetta 3,nintendo-switch,33.01,34.88,34.88,22/03/2023
Pokemon Mystery Dungeon: Rescue Team DX,nintendo-switch,32.48,36.95,36.95,22/03/2023
Atelier Ryza 2: Lost Legends &amp; The Secret Fairy,nintendo-switch,55.00,61.00,61.00,22/03/2023
Hyrule Warriors Definitive Edition,nintendo-switch,46.51,55.45,55.45,22/03/2023
Mega Man 11,nintendo-switch,14.86,14.95,14.95,22/03/2023
No More Heroes III,nintendo-switch,17.00,17.74,17.74,22/03/2023
Persona 5 Royal [Steelbook Edition],nintendo-switch,41.97,56.99,56.99,22/03/2023
Gamecube Controller Super Smash Bros Ultimate Edition,nintendo-switch,37.34,37.80,37.80,22/03/2023
Doom,nintendo-switch,25.33,33.10,33.10,22/03/2023
Hades,nintendo-switch,22.87,24.99,24.99,22/03/2023
Zelda Breath of the Wild [Special Edition],nintendo-switch,54.00,186.98,186.98,22/03/2023
Nintendo Switch OLED [Splatoon 3 Special Edition],nintendo-switch,305.00,361.00,361.00,22/03/2023
Street Fighter 30th Anniversary Collection,nintendo-switch,15.50,19.56,19.56,22/03/2023
Pokemon Sword and Shield Double Pack,nintendo-switch,103.70,113.48,113.48,22/03/2023
Pikmin 3 Deluxe,nintendo-switch,37.00,38.59,38.59,22/03/2023
Fire Emblem Warriors,nintendo-switch,15.00,15.99,15.99,22/03/2023
Sonic Mania,nintendo-switch,14.50,15.17,15.17,22/03/2023
Nier Automata: The End of YoRHa Edition,nintendo-switch,29.50,29.99,29.99,22/03/2023
Code of Princess EX,nintendo-switch,50.00,56.50,56.50,22/03/2023
ARMS,nintendo-switch,30.00,31.87,31.87,22/03/2023
Persona 5 Strikers,nintendo-switch,17.98,18.75,18.75,22/03/2023
Mario Golf: Super Rush,nintendo-switch,34.03,34.17,34.17,22/03/2023
Spyro Reignited Trilogy,nintendo-switch,19.33,20.00,20.00,22/03/2023
Mortal Kombat 11,nintendo-switch,14.75,15.00,15.00,22/03/2023
Stranger Things 3: The Game,nintendo-switch,75.50,117.50,117.50,22/03/2023
Tactics Ogre: Reborn,nintendo-switch,31.00,32.75,32.75,22/03/2023
Ys VIII Lacrimosa of DANA,nintendo-switch,45.00,55.84,55.84,22/03/2023
Bloodstained: Curse of the Moon 2,nintendo-switch,31.97,31.97,31.97,22/03/2023
Immortals Fenyx Rising,nintendo-switch,10.56,14.95,14.95,22/03/2023
Digimon Survive,nintendo-switch,25.00,25.82,25.82,22/03/2023
Celeste [Best Buy],nintendo-switch,132.31,152.50,152.50,22/03/2023
Mario &amp; Sonic at the Olympic Games Tokyo 2020,nintendo-switch,19.99,22.70,22.70,22/03/2023
Mario + Rabbids Sparks of Hope,nintendo-switch,24.50,29.49,29.49,22/03/2023
Nintendo Switch Sports,nintendo-switch,30.00,30.49,30.49,22/03/2023
Collection of Mana,nintendo-switch,17.74,20.50,20.50,22/03/2023
Nintendo Switch Lite [Blue],nintendo-switch,140.00,160.00,160.00,22/03/2023
Captain Toad: Treasure Tracker,nintendo-switch,27.84,31.38,31.38,22/03/2023
Bayonetta 2 + Bayonetta,nintendo-switch,48.28,49.97,49.97,22/03/2023
Shantae Half-Genie Hero Ultimate Edition,nintendo-switch,25.99,31.00,31.00,22/03/2023
Hotline Miami Collection,nintendo-switch,13.62,14.80,14.80,22/03/2023
Rocket League Collector's Edition,nintendo-switch,35.99,40.00,40.00,22/03/2023
Zelda Breath of the Wild [Explorer's Edition],nintendo-switch,54.48,62.65,62.65,22/03/2023
Hollow Knight,nintendo-switch,29.95,30.54,30.54,22/03/2023
Golf Story,nintendo-switch,59.78,65.72,65.72,22/03/2023
Celeste [Collector's Edition],nintendo-switch,222.50,291.10,291.10,22/03/2023
Super Bomberman R,nintendo-switch,11.59,13.18,13.18,22/03/2023
Shantae and the Seven Sirens,nintendo-switch,39.78,42.28,42.28,22/03/2023
Nintendo Switch Lite [Turquoise],nintendo-switch,130.00,167.16,167.16,22/03/2023
Salt &amp; Sanctuary [Drowned Tome Edition],nintendo-switch,60.00,81.00,81.00,22/03/2023
Triangle Strategy,nintendo-switch,37.57,38.25,38.25,22/03/2023
Ultra Street Fighter II: The Final Challengers,nintendo-switch,28.94,32.23,32.23,22/03/2023
Cave Story+,nintendo-switch,26.17,30.00,30.00,22/03/2023
Nintendo Switch OLED with Blue and Red Joy-Con,nintendo-switch,281.00,295.53,295.53,22/03/2023
NEO: The World Ends With You,nintendo-switch,16.45,24.99,24.99,22/03/2023
Assassin's Creed III Remastered,nintendo-switch,10.91,13.06,13.06,22/03/2023
Fire Emblem [30th Anniversary Edition],nintendo-switch,35.00,112.52,112.52,22/03/2023
Rocket League Ultimate Edition,nintendo-switch,40.00,43.49,43.49,22/03/2023
Yu-Gi-Oh Legacy of the Duelist: Link Evolution,nintendo-switch,15.82,16.13,16.13,22/03/2023
Dragon Quest Builders,nintendo-switch,39.17,64.50,64.50,22/03/2023
Nintendo Switch Pro Controller,nintendo-switch,33.00,44.64,44.64,22/03/2023
SpongeBob SquarePants Battle for Bikini Bottom Rehydrated,nintendo-switch,14.88,15.00,15.00,22/03/2023
Battle Pad [Pikachu],nintendo-switch,20.75,23.90,23.90,22/03/2023
Zombies Ate My Neighbors &amp; Ghoul Patrol,nintendo-switch,43.93,44.83,44.83,22/03/2023
Mario Kart 8 Deluxe + Super Mario Party Double Pack,nintendo-switch,70.79,89.98,89.98,22/03/2023
Scott Pilgrim vs. the World: The Game Complete Edition [KO Edition],nintendo-switch,121.09,139.41,139.41,22/03/2023
Cooking Mama: Cookstar,nintendo-switch,19.63,21.74,21.74,22/03/2023
LEGO Star Wars: The Skywalker Saga,nintendo-switch,24.98,24.99,24.99,22/03/2023
Shantae: Risky's Revenge Director's Cut,nintendo-switch,32.16,34.25,34.25,22/03/2023
No More Heroes Santa Destroy Bundle,nintendo-switch,122.18,140.67,140.67,22/03/2023
Teenage Mutant Ninja Turtles: Shredder's Revenge [Classic Edition],nintendo-switch,54.04,63.00,63.00,22/03/2023
Bendy and the Ink Machine,nintendo-switch,22.50,22.64,22.64,22/03/2023
Xenoblade Chronicles: Definitive Edition [Works Set],nintendo-switch,130.39,149.95,149.95,22/03/2023
Grand Theft Auto: The Trilogy [Definitive Edition],nintendo-switch,39.00,39.23,39.23,22/03/2023
Shin Megami Tensei III: Nocturne HD Remaster,nintendo-switch,13.94,16.36,16.36,22/03/2023
Monster Hunter Stories 2: Wings of Ruin,nintendo-switch,20.00,21.46,21.46,22/03/2023
13 Sentinels: Aegis Rim,nintendo-switch,31.04,33.00,33.00,22/03/2023
Pokemon Let's Go Eevee [Poke Ball Plus Bundle],nintendo-switch,191.19,224.86,224.86,22/03/2023
Scott Pilgrim vs. the World: The Game Complete Edition [Classic Edition],nintendo-switch,54.83,65.00,65.00,22/03/2023
River City Girls Zero,nintendo-switch,46.82,47.50,47.50,22/03/2023
The House of the Dead Remake [Limidead Edition],nintendo-switch,20.50,38.50,38.50,22/03/2023
Fatal Frame: Maiden of Black Water,nintendo-switch,34.81,43.62,43.62,22/03/2023
The Messenger [Limited Run],nintendo-switch,136.25,164.44,164.44,22/03/2023
Rune Factory 5,nintendo-switch,25.00,27.48,27.48,22/03/2023
Dark Souls Remastered,nintendo-switch,28.61,31.28,31.28,22/03/2023
Nintendo Switch Diablo III Limited Edition,nintendo-switch,304.35,350.00,350.00,22/03/2023
Rayman Legends,nintendo-switch,14.25,14.97,14.97,22/03/2023
Shin Megami Tensei V [Steelbook Edition],nintendo-switch,30.07,35.00,35.00,22/03/2023
Fire Emblem Engage [Divine Edition],nintendo-switch,46.95,95.85,95.85,22/03/2023
Liar Princess and the Blind Prince,nintendo-switch,144.67,155.52,155.52,22/03/2023
Live A Live,nintendo-switch,32.61,37.93,37.93,22/03/2023
Teenage Mutant Ninja Turtles Cowabunga Collection [Limited Edition],nintendo-switch,57.33,79.99,79.99,22/03/2023
Bioshock The Collection,nintendo-switch,20.00,25.77,25.77,22/03/2023
Zelda Link's Awakening [Dreamer Edition],nintendo-switch,51.50,96.59,96.59,22/03/2023
Undertale,nintendo-switch,21.99,23.99,23.99,22/03/2023
Nintendo Switch Lite [Coral],nintendo-switch,145.63,151.22,151.22,22/03/2023
1-2 Switch,nintendo-switch,23.26,27.58,27.58,22/03/2023
Ni no Kuni: Wrath of the White Witch,nintendo-switch,15.99,16.85,16.85,22/03/2023
Castlevania Anniversary Collection [Classic Edition],nintendo-switch,68.13,78.50,78.50,22/03/2023
Pokemon Let's Go Pikachu [Poke Ball Plus Bundle],nintendo-switch,72.08,142.64,142.64,22/03/2023
Octopath Traveler [Wayfarer's Edition],nintendo-switch,106.11,191.49,191.49,22/03/2023
Nintendo Switch Mario Red Joy-Con Bundle [V2],nintendo-switch,381.80,439.57,439.57,22/03/2023
Cris Tales,nintendo-switch,10.00,10.00,10.00,22/03/2023
Bloodstained: Ritual of the Night,nintendo-switch,17.00,18.17,18.17,22/03/2023
Pokemon Shield + Pokemon Shield Expansion Pass,nintendo-switch,83.00,109.99,109.99,22/03/2023
Cadence of Hyrule: Crypt of The Necrodancer,nintendo-switch,28.63,33.33,33.33,22/03/2023
Dragon Ball FighterZ,nintendo-switch,14.99,17.86,17.86,22/03/2023
Assassin's Creed: The Rebel Collection,nintendo-switch,15.16,16.53,16.53,22/03/2023
My Hero One's Justice,nintendo-switch,10.83,12.00,12.00,22/03/2023
Samurai Shodown,nintendo-switch,78.88,116.73,116.73,22/03/2023
Streets of Rage 4,nintendo-switch,19.00,20.84,20.84,22/03/2023
Trials of Mana,nintendo-switch,17.85,18.84,18.84,22/03/2023
Tony Hawk's Pro Skater 1+2,nintendo-switch,18.79,24.19,24.19,22/03/2023
Crash Bandicoot 4: It's About Time,nintendo-switch,19.99,22.50,22.50,22/03/2023
Final Fantasy VII &amp; VIII Remastered Twin Pack,nintendo-switch,25.75,28.13,28.13,22/03/2023
Nintendo Switch Monster Hunter Rise Edition,nintendo-switch,225.79,262.95,262.95,22/03/2023
Nintendo Switch Fortnite Wildcat Bundle,nintendo-switch,217.50,332.51,332.51,22/03/2023
No More Heroes,nintendo-switch,20.00,29.96,29.96,22/03/2023
Final Fantasy XII: The Zodiac Age,nintendo-switch,18.13,19.99,19.99,22/03/2023
Yooka-Laylee,nintendo-switch,64.99,68.85,68.85,22/03/2023
Civilization VI,nintendo-switch,9.72,12.88,12.88,22/03/2023
Castlevania Anniversary Collection [Bloodlines Edition],nintendo-switch,64.03,73.66,73.66,22/03/2023
Pocky &amp; Rocky Reshrined,nintendo-switch,24.99,25.00,25.00,22/03/2023
Carrion,nintendo-switch,24.95,27.03,27.03,22/03/2023
Sonic Colors Ultimate,nintendo-switch,19.00,19.99,19.99,22/03/2023
Castlevania Anniversary Collection [Best Buy],nintendo-switch,33.96,38.19,38.19,22/03/2023
Monster Hunter Generations Ultimate,nintendo-switch,15.00,17.74,17.74,22/03/2023
Chrono Cross [The Radical Dreamers Edition],nintendo-switch,32.91,39.84,39.84,22/03/2023
Ys Origin,nintendo-switch,26.86,29.54,29.54,22/03/2023
LEGO Worlds,nintendo-switch,9.32,10.73,10.73,22/03/2023
Friday the 13th [Ultimate Slayer Edition],nintendo-switch,15.74,17.41,17.41,22/03/2023
Prinny Presents NIS Classics Volume 1 [Deluxe Edition],nintendo-switch,29.10,39.31,39.31,22/03/2023
Harvestella,nintendo-switch,35.00,41.03,41.03,22/03/2023
Taiko no Tatsujin: Rhythm Festival,nintendo-switch,22.69,26.09,26.09,22/03/2023
Carnival Games,nintendo-switch,10.20,11.97,11.97,22/03/2023
Hello Neighbor,nintendo-switch,11.51,11.90,11.90,22/03/2023
Sonic Mania [Collector's Edition],nintendo-switch,29.99,45.85,45.85,22/03/2023
Danganronpa Decadence,nintendo-switch,44.16,45.00,45.00,22/03/2023
LEGO Harry Potter Collection,nintendo-switch,16.25,16.95,16.95,22/03/2023
Monster Boy and the Cursed Kingdom,nintendo-switch,48.76,51.53,51.53,22/03/2023
Dragon Quest Builders 2,nintendo-switch,29.99,30.24,30.24,22/03/2023
Bloodstained: Curse of the Moon [Classic Edition],nintendo-switch,184.16,205.99,205.99,22/03/2023
Starlink: Battle For Atlas,nintendo-switch,11.01,11.50,11.50,22/03/2023
The House in Fata Morgana,nintendo-switch,70.00,84.93,84.93,22/03/2023
World Ends with You: Final Remix,nintendo-switch,33.00,35.04,35.04,22/03/2023
Final Fantasy X X-2 HD Remaster,nintendo-switch,19.99,23.75,23.75,22/03/2023
Tokyo Mirage Sessions #FE Encore,nintendo-switch,34.74,37.99,37.99,22/03/2023
No More Heroes 2: Desperate Struggle,nintendo-switch,27.88,30.00,30.00,22/03/2023
Atelier Ryza: Ever Darkness and the Secret Hideout,nintendo-switch,37.39,39.99,39.99,22/03/2023
Monark [Deluxe Edition],nintendo-switch,26.05,29.99,29.99,22/03/2023
Demon Slayer The Hinokami Chronicles,nintendo-switch,35.99,38.01,38.01,22/03/2023
Jump Force [Deluxe Edition],nintendo-switch,29.00,34.53,34.53,22/03/2023
Sonic Mania Plus,nintendo-switch,17.45,21.99,21.99,22/03/2023
Demon Throttle,nintendo-switch,18.95,21.24,21.24,22/03/2023
Ni No Kuni II: Revenant Kingdom,nintendo-switch,13.25,15.00,15.00,22/03/2023
Capcom Fighting Collection,nintendo-switch,22.41,27.99,27.99,22/03/2023
Nintendo Switch Super Mario Odyssey Bundle,nintendo-switch,265.13,327.50,327.50,22/03/2023
Nintendo Switch N64 Controller,nintendo-switch,104.18,120.00,120.00,22/03/2023
Omori,nintendo-switch,36.00,39.12,39.12,22/03/2023
Cruis'n Blast,nintendo-switch,14.97,21.13,21.13,22/03/2023
Legend of Heroes: Trails of Cold Steel III [Extracurricular Edition],nintendo-switch,34.96,40.12,40.12,22/03/2023
Minecraft: Story Mode Season Two,nintendo-switch,79.15,83.46,83.46,22/03/2023
Borderlands Legendary Collection,nintendo-switch,18.88,18.99,18.99,22/03/2023
Shin Megami Tensei V [Premium Edition],nintendo-switch,29.95,63.00,63.00,22/03/2023
Minecraft Dungeons [Hero Edition],nintendo-switch,19.01,21.08,21.08,22/03/2023
Nintendo Switch Lite [Yellow],nintendo-switch,101.03,158.02,158.02,22/03/2023
Shovel Knight: Treasure Trove,nintendo-switch,27.51,30.00,30.00,22/03/2023
Eastward,nintendo-switch,16.00,20.79,20.79,22/03/2023
Rune Factory 4 Special,nintendo-switch,18.04,23.73,23.73,22/03/2023
Crash Team Racing: Nitro Fueled,nintendo-switch,15.75,16.69,16.69,22/03/2023
Dragon Quest Treasures,nintendo-switch,33.13,34.00,34.00,22/03/2023
Shantae: Risky's Revenge Director's Cut [Collector's Edition],nintendo-switch,91.48,105.38,105.38,22/03/2023
Burnout Paradise Remastered,nintendo-switch,12.93,15.00,15.00,22/03/2023
LEGO Marvel Super Heroes 2,nintendo-switch,14.61,14.84,14.84,22/03/2023
Dying Light: Platinum Edition,nintendo-switch,30.26,30.75,30.75,22/03/2023
Turok &amp; Turok 2 Double Pack,nintendo-switch,105.21,122.14,122.14,22/03/2023
Bloodstained: Curse Of The Moon 2 [Classic Edition],nintendo-switch,40.94,50.13,50.13,22/03/2023
The Cruel King and the Great Hero [Storybook Edition],nintendo-switch,35.02,40.25,40.25,22/03/2023
Digimon Story: Cyber Sleuth Complete Edition,nintendo-switch,15.62,17.29,17.29,22/03/2023
JoJo's Bizarre Adventure: All-Star Battle R,nintendo-switch,24.69,27.50,27.50,22/03/2023
Ys IX: Monstrum NOX [Pact Edition],nintendo-switch,34.30,39.99,39.99,22/03/2023
DOOM: The Classics Collection [Collector's Edition],nintendo-switch,104.11,135.00,135.00,22/03/2023
Panzer Dragoon,nintendo-switch,27.50,34.99,34.99,22/03/2023
Yurukill: The Calumniation Games [Deluxe Edition],nintendo-switch,23.40,27.99,27.99,22/03/2023
Dragon Quest 1 2 3 Collection,nintendo-switch,33.60,38.64,38.64,22/03/2023
Daemon X Machina,nintendo-switch,30.87,37.18,37.18,22/03/2023
Super Monkey Ball: Banana Blitz HD,nintendo-switch,11.01,11.65,11.65,22/03/2023
Dragon Ball Xenoverse 2,nintendo-switch,14.27,15.76,15.76,22/03/2023
Wild Guns Reloaded,nintendo-switch,17.32,18.95,18.95,22/03/2023
Doki Doki Literature Club Plus,nintendo-switch,19.00,24.99,24.99,22/03/2023
Star Wars Jedi Knight Collection,nintendo-switch,14.34,17.57,17.57,22/03/2023
Nintendo Switch New Super Mario Bros. U Deluxe Bundle,nintendo-switch,364.50,419.64,419.64,22/03/2023
Need for Speed: Hot Pursuit Remastered,nintendo-switch,16.10,17.65,17.65,22/03/2023
Ender Lilies: Quietus of the Knights,nintendo-switch,36.62,39.00,39.00,22/03/2023
Final Fantasy IX,nintendo-switch,36.49,37.96,37.96,22/03/2023
Super Mario Odyssey [Starter Pack],nintendo-switch,52.31,52.46,52.46,22/03/2023
Travis Strikes Again: No More Heroes,nintendo-switch,25.30,34.91,34.91,22/03/2023
Katamari Damacy Reroll,nintendo-switch,13.88,17.06,17.06,22/03/2023
Super Smash Bros. Ultimate [Special Edition],nintendo-switch,37.00,130.25,130.25,22/03/2023
Nintendo Switch Mario Kart 8 Deluxe Bundle,nintendo-switch,271.89,311.06,311.06,22/03/2023
Shantae Half-Genie Hero Ultimate Edition [Day One],nintendo-switch,63.00,75.22,75.22,22/03/2023
AI: The Somnium Files,nintendo-switch,47.50,68.69,68.69,22/03/2023
Carrion [Signature Edition],nintendo-switch,153.39,176.58,176.58,22/03/2023
Divinity: Original Sin II [Definitive Edition],nintendo-switch,93.29,107.28,107.28,22/03/2023
